way_id,highway,name,ref,lanes,maxspeed,oneway,bridge,tunnel,length_m
1384301596,service,,,,,,,,43.79
1384301597,service,,,,,no,,,45.61
1384500335,secondary,의일로,,8,,,,,37.62
1384500336,secondary,의일로,,7,,,,,48.41
1384500337,secondary,의일로,,7,,,,,54.7
1384500338,secondary,의일로,,8,,,,,111.38
1384500339,secondary,의일로,,7,,,,,63.39
1384500340,secondary,의일로,,9,,,,,46.66
1384500341,secondary,의일로,,8,,,,,36.46
1384500342,secondary,의일로,,8,,,,,43.41
1393431121,service,,,,,,,,158.65
1393431122,service,,,,,,,,123.66
1393431123,path,,,,,,,,915.03
1393431125,path,,,,,,,,72.04
1393431126,path,,,,,,,,4.85
1393431127,steps,,,,,,,,63.5
1393431128,path,,,,,,,,188.89
1393431129,path,,,,,,,,149.5
1393431130,path,,,,,,,,1013.13
1393431132,path,,,,,,,,834.49
1393431133,steps,,,,,,,,66.1
1393431134,path,,,,,,,,91.87
1393431135,steps,,,,,,,,39.16
1393431136,path,,,,,,,,154.07
1393431138,track,,,,,,,,264.24
1393431139,track,,,,,,,,152.8
1416977950,tertiary,백운호수로,,4,,,,,22.45
1416977951,residential,백운호수로1길,,,,,,,86.92
1417142347,tertiary,부곡교,,,,yes,yes,,61.23
1417142348,tertiary,부곡교,,,,yes,yes,,67.7
1417142349,tertiary,오봉로,,,,yes,,,46.49
1417142350,tertiary,오봉로,,,,yes,,,41.76
1417143030,tertiary,오봉로,,,,yes,,,189.04
1417143031,tertiary,오봉로,,,,yes,,,253.3
1417143032,tertiary,덕영대로,,,,yes,,,67.24
1418152114,service,오솔길,,,,,,,87.75
1418152115,service,오솔길,,,,,,yes,47.98
1418152117,motorway_link,,,,,yes,yes,,129.11
1418152118,motorway_link,,,,,yes,yes,,42.66
1418223063,path,,,,,,,,68.1
1418223064,unclassified,,,,,,,,192.71
1418223065,path,,,,,,,,835.48
1422496429,service,,,,,,,,235.56
1422496430,service,,,,,,,,30.73
1422496432,service,,,,,,,,16.58
1422496433,service,,,,,,,,42.83
1422496436,service,,,,,,,,71.85
1423270342,path,,,,,,,,307.12
1423787573,residential,,,,,,,,131.07
1443175155,path,매실길,,,,,,,592.59
1454713719,trunk,봉담과천로,309,,90,yes,,,250.33
1454713720,trunk,봉담과천로,309,,90,yes,,yes,70.17
1454713721,trunk,봉담과천로,309,,90,yes,,,248.87
1454713722,trunk,봉담과천로,309,,90,yes,,yes,70.28
1454713723,footway,,,,,,,,154.89
1454713726,trunk_link,,,,,yes,,,28.1
1454713729,secondary_link,,,,,yes,,,53.86
1454713737,motorway_link,,,,,yes,yes,,48.87
1454713738,tertiary,,,,,,,,9.55
1454713739,residential,,,,,yes,,,126.86
1454713740,residential,,,,,yes,yes,,9.68
1454713741,residential,,,,,,,,93.09
1454713743,trunk,봉담과천로,309,,90,yes,yes,,17.59
1454713744,trunk,봉담과천로,309,,90,yes,,,31.15
1454713745,trunk,봉담과천로,309,,90,yes,,,58.19
1454713746,trunk,봉담과천로,309,,90,yes,yes,,16.61
1454713747,trunk,봉담과천로,,,,yes,,,82.06
1454713748,trunk,봉담과천로,,,,yes,,,100.13
1454713749,footway,,,,,,,,127.32
1454713754,trunk,봉담과천로,309,,90,yes,,,87.66
1454713755,trunk,봉담과천로,309,,90,yes,yes,,20.07
1454713756,trunk,봉담과천로,309,,90,yes,,,80.39
1454713757,trunk,봉담과천로,309,,90,yes,yes,,20.8
1454713758,residential,봇들로,,,,,,,219.29
1454713759,residential,봇들로,,,,,yes,,9.21
1454713760,tertiary,포일세거리로,,,,,,,162.93
1454713761,tertiary,포일세거리로,,,,,yes,,9.08
1454713762,tertiary,성고개로,,4,,,,,334.12
1454713763,tertiary,성고개로,,4,,,yes,,10.17
1454721575,motorway_link,,,,,yes,yes,,52.94
1454894396,motorway_link,,,,,yes,yes,,144.14
1454894397,motorway_link,,,,,yes,yes,,137.07
1454894398,service,,,,,,,,62.92
1454894399,residential,,,,,no,,,31.46
1454894401,tertiary,계원대학로,,2,,,,,62.5
1457373339,path,,,,,,,,4.66
1457373340,path,,,,,,yes,,10.09
1457373341,path,,,,,,,,3.43
1457373342,path,,,,,,,,452.9
1457373343,path,,,,,,,,455.71
1460005181,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,140.52
1460005182,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,122.57
1460005183,motorway,수도권제1순환고속도로,100,4,100,yes,,,286.91
1460166815,unclassified,,,,,,,,464.0
1460188276,unclassified,,,,,,,,230.4
1460188277,service,,,,,,,,131.59
1460188278,service,,,,,,,,8.69
1460188279,service,,,,,,yes,,6.65
1460188280,service,,,,,,,,109.9
1460188281,service,,,,,,,,5.98
1460188282,service,,,,,,yes,,9.6
1460188283,service,,,,,,,,80.1
1460188284,track,,,,,,,,149.2
1460188285,residential,,,,,,,,134.26
1460188286,track,,,,,,,,76.97
1460188287,track,,,,,,,,64.18
1460188288,track,,,,,,yes,,7.94
1460188289,residential,,,,,,,,418.0
1460188290,unclassified,,,,,,,,136.2
1460188291,unclassified,,,,,,,,448.11
1460188700,construction,,,,,,,,289.61
1460188701,construction,,,,,,,,868.59
1460188705,track,,,,,,,,123.05
1460258609,footway,,,,,yes,,,40.89
1460258610,service,,,,,,,,148.79
1460258616,footway,,,,,,,,439.86
1460258617,footway,,,,,,,,423.48
1460258618,footway,,,,,,,,12.33
1460258639,tertiary,포일로,,,,,,,1026.5
1465300481,primary_link,,,,,yes,,,14.5
1465302082,primary_link,,,,,yes,,,13.23
1474045359,service,경수대로,,,,,,,137.08
1477868463,footway,,,,,,,,336.52
1477868465,footway,,,,,,,,50.59
